Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score
The Suffering,XB,2004,Action,Midway Games,0.22,77.0,8.8
Tetris Worlds,GC,2002,Puzzle,THQ,0.22,47.0,5.6
The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,0.22,72.0,7.3
Viewtiful Joe 2,GC,2004,Action,Capcom,0.22,86.0,8.3
Child of Eden,PS3,2011,Shooter,Ubisoft,0.22,81.0,7.8
Touch the Dead,DS,2007,Shooter,Eidos Interactive,0.22,56.0,5.6
Nickelodeon Party Blast,XB,2002,Misc,Infogrames,0.22,19.0,4.3
Jackass the Game,PSP,2007,Action,Empire Interactive,0.22,58.0,7.0
Ragnarok DS,DS,2008,Role-Playing,GungHo,0.22,53.0,5.8
Shellshock: Nam '67,XB,2004,Shooter,Eidos Interactive,0.22,58.0,7.0
Magna Carta: Tears of Blood,PS2,2004,Role-Playing,505 Games,0.22,66.0,7.0
All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment,0.22,66.0,5.6
Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,0.22,80.0,9.0
Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,Crave Entertainment,0.22,82.0,7.9
Aliens vs Predator: Requiem,PSP,2007,Action,Vivendi Games,0.22,49.0,5.6
Dishonored 2,XOne,2016,Action,Bethesda Softworks,0.22,88.0,6.8
Asphalt: Injection,PSV,2011,Action,Ubisoft,0.22,49.0,4.8
From Russia With Love,GC,2005,Action,Electronic Arts,0.22,70.0,8.5
Guitar Hero: Smash Hits,PS2,2009,Misc,Activision,0.22,69.0,8.3
NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.22,51.0,5.9
NFL Quarterback Club 2002,PS2,2001,Sports,Acclaim Entertainment,0.22,67.0,7.8
NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.22,70.0,5.6
Shin Megami Tensei: Persona,PSP,2009,Role-Playing,Atlus,0.22,78.0,8.0
Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.22,71.0,6.7
LEGO The Lord of the Rings,PC,2012,Action,Warner Bros. Interactive Entertainment,0.22,80.0,8.2
Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,0.22,60.0,7.9
Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,D3Publisher,0.22,61.0,8.3
Rugby 2004,PS2,2003,Sports,Electronic Arts,0.22,61.0,6.8
Senran Kagura 2: Deep Crimson ,3DS,2014,Action,Marvelous Entertainment,0.22,58.0,6.8
NBA 06,PSP,2005,Sports,Sony Computer Entertainment,0.22,72.0,5.4
KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,0.22,82.0,8.2
Naruto: Ninja Council,GBA,2003,Action,Tomy Corporation,0.22,60.0,7.1
Tropico 3,X360,2009,Strategy,Kalypso Media,0.22,75.0,6.6
Deadly Creatures,Wii,2009,Action,THQ,0.22,72.0,8.8
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games,0.22,62.0,7.3
Dead Island,PC,2011,Action,Deep Silver,0.22,80.0,6.8
NFL 2K3,GC,2002,Sports,Sega,0.22,92.0,8.3
Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,0.22,61.0,6.0
Britney's Dance Beat,GBA,2002,Misc,THQ,0.22,53.0,7.4
Shrek SuperSlam,GC,2005,Action,Activision,0.22,70.0,7.8
Full Auto,X360,2006,Shooter,Sega,0.22,70.0,7.8
Herdy Gerdy,PS2,2002,Adventure,Eidos Interactive,0.22,69.0,5.0
Afrika,PS3,2008,Adventure,Unknown,0.22,63.0,6.2
Over G Fighters,X360,2006,Simulation,Ubisoft,0.21,49.0,6.0
Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.21,47.0,2.0
Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony Computer Entertainment,0.21,80.0,8.0
Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,0.21,43.0,4.0
The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.21,52.0,6.8
Crash 'N' Burn,PS2,2004,Racing,Eidos Interactive,0.21,63.0,8.0
NBA,PSP,2005,Sports,Sony Computer Entertainment,0.21,57.0,6.9
Disaster Report,PS2,2002,Action,Agetec,0.21,66.0,8.0
Armored Core V,X360,2012,Simulation,Namco Bandai Games,0.21,68.0,7.2
College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,0.21,82.0,8.2
Rampage: Total Destruction,Wii,2006,Action,Midway Games,0.21,46.0,5.6
The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,0.21,76.0,8.6
Robotech: The Macross Saga,GBA,2002,Shooter,TDK Mediactive,0.21,61.0,6.5
Conflict Zone,PS2,2002,Strategy,Ubisoft,0.21,47.0,7.4
Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.21,69.0,7.7
The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,0.21,68.0,6.7
Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.21,72.0,3.5
BloodRayne,XB,2002,Shooter,Universal Interactive,0.21,76.0,7.5
NHL 2K6,XB,2005,Sports,Take-Two Interactive,0.21,83.0,7.5
Hannah Montana: The Movie,X360,2009,Adventure,Disney Interactive Studios,0.21,25.0,3.8
Tenchu: Return From Darkness,XB,2004,Action,Activision,0.21,70.0,7.0
World Poker Tour,PS2,2005,Misc,Take-Two Interactive,0.21,60.0,8.6
Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.21,65.0,7.1
MVP Baseball,PSP,2005,Sports,Electronic Arts,0.21,67.0,7.7
Tony Hawk's American Sk8land,DS,2005,Sports,Activision,0.21,84.0,8.7
Viewtiful Joe 2,PS2,2004,Action,Capcom,0.21,85.0,7.7
The BIGS 2,X360,2009,Sports,Take-Two Interactive,0.21,76.0,6.2
Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,0.21,84.0,7.2
Pac-Man World 3,PS2,2005,Platform,Namco Bandai Games,0.21,63.0,5.2
50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,0.21,71.0,6.4
Journey,PS3,2012,Adventure,Sony Computer Entertainment Europe,0.21,92.0,8.8
SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,0.21,73.0,7.5
Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai Games,0.21,68.0,7.6
Madden NFL 07,DS,2006,Sports,Electronic Arts,0.21,70.0,6.5
HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,0.21,26.0,4.0
Bass Pro Shops: The Strike,X360,2009,Sports,XS Games,0.21,63.0,5.8
Darkwatch,XB,2005,Shooter,Ubisoft,0.21,75.0,8.1
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,0.21,74.0,8.1
Maximo vs Army of Zin,PS2,2003,Platform,Capcom,0.21,83.0,7.8
Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.21,74.0,5.9
Summoner 2,PS2,2002,Role-Playing,THQ,0.21,76.0,8.3
Shadow of Destiny,PS2,2001,Adventure,Konami Digital Entertainment,0.21,78.0,8.2
Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.21,83.0,7.8
Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,Activision Value,0.21,65.0,8.4
World of Final Fantasy,PSV,2016,Role-Playing,Square Enix,0.21,77.0,8.6
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,0.21,72.0,8.4
Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,0.21,79.0,7.0
The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,0.21,60.0,6.4
The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.21,83.0,8.4
Cursed Mountain,Wii,2009,Adventure,Deep Silver,0.21,67.0,7.6
Age of Empires: Mythologies,DS,2008,Strategy,THQ,0.21,78.0,6.9
SBK Superbike World Championship,X360,2008,Racing,Black Bean Games,0.21,63.0,8.0
Bionicle,GC,2003,Action,Electronic Arts,0.21,47.0,4.2
Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.21,69.0,7.4
A Boy and His Blob,Wii,2009,Platform,Majesco Entertainment,0.21,80.0,8.7
Baja: Edge of Control,PS3,2008,Racing,THQ,0.21,61.0,5.0
G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,0.21,43.0,4.8
UFC Undisputed 2010,PSP,2010,Fighting,THQ,0.21,74.0,7.0
World Series of Poker,PSP,2005,Misc,Activision,0.21,37.0,6.4
Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,0.21,67.0,7.3
Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,0.21,81.0,8.9
Unreal II: The Awakening,XB,2004,Shooter,Atari,0.21,64.0,5.3
Rumble Racing,PS2,2001,Racing,Electronic Arts,0.21,85.0,8.2
Spider-Man: Web of Shadows,PS2,2008,Action,Activision,0.21,69.0,4.1
Vampire Rain,X360,2007,Action,Microsoft Game Studios,0.21,38.0,2.9
Batman Begins,XB,2005,Action,Electronic Arts,0.21,65.0,7.1
NBA Live 15,XOne,2014,Sports,Electronic Arts,0.21,53.0,6.8
JSRF: Jet Set Radio Future,XB,2002,Action,Sega,0.21,88.0,8.2
NHL Hitz 20-02,GC,2001,Sports,Midway Games,0.21,79.0,8.7
Way of the Samurai 3,X360,2009,Action,Gamebridge,0.21,55.0,6.8
NCAA Football 2003,GC,2002,Sports,Electronic Arts,0.21,91.0,8.1
Hitman: HD Trilogy,PS3,2013,Action,Square Enix,0.21,71.0,7.6
J Stars Victory Vs.,PSV,2014,Fighting,Namco Bandai Games,0.21,74.0,7.9
de Blob 2,PS3,2011,Platform,THQ,0.21,74.0,7.1
ESPN Winter X Games: Snowboarding 2002,PS2,2000,Sports,Konami Digital Entertainment,0.21,64.0,7.9
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,0.21,76.0,8.0
Project: Snowblind,PS2,2005,Action,Eidos Interactive,0.21,78.0,8.3
Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.21,40.0,4.7
You Don't Know Jack,Wii,2011,Misc,THQ,0.21,81.0,7.7
Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,0.21,28.0,2.4
Mega Man Legacy Collection,3DS,2016,Platform,Capcom,0.21,77.0,7.1
The Last Airbender,Wii,2010,Action,THQ,0.21,53.0,6.6
NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.21,67.0,7.1
StokEd,X360,2009,Sports,Zushi Games,0.21,68.0,8.6
Evil Dead: Regeneration,PS2,2005,Action,THQ,0.21,68.0,8.5
Defiance,PC,2013,Shooter,Trion Worlds,0.21,64.0,6.5
NHL 2003,XB,2002,Sports,Electronic Arts,0.21,80.0,7.9
Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,0.21,78.0,7.4
NHL 2K3,PS2,2002,Sports,Sega,0.21,89.0,7.8
You Don't Know Jack,X360,2011,Misc,THQ,0.21,82.0,7.9
Final Fight One,GBA,2001,Fighting,Ubisoft,0.21,82.0,7.8
Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.21,32.0,1.5
MLB 10: The Show,PSP,2010,Sports,Sony Computer Entertainment,0.21,79.0,6.6
Gallop Racer 2003: A New Breed,PS2,2002,Sports,Zoo Digital Publishing,0.21,68.0,8.5
Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,0.21,54.0,5.5
Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,0.21,69.0,6.5
BeyBlade VForce: Super Tournament Battle,GC,2002,Action,Atari,0.21,33.0,7.5
Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,0.21,61.0,7.0
Dragon Ball Z: Sagas,GC,2005,Fighting,Atari,0.21,48.0,6.6
X2: Wolverine's Revenge,XB,2003,Platform,Activision,0.21,58.0,6.4
Power Rangers: Wild Force,GBA,2002,Action,THQ,0.21,55.0,6.9
Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.21,70.0,7.8
Lost Planet 3,PS3,2013,Shooter,Capcom,0.21,61.0,5.5
Beyblade G-Revolution,GBA,2004,Action,Atari,0.2,40.0,7.8
Capcom Fighting Evolution,PS2,2004,Fighting,Capcom,0.2,57.0,4.8
Assassin's Creed The Ezio Collection,PS4,2016,Action,Ubisoft,0.2,72.0,7.4
God of War Collection,PSV,2014,Action,Sony Computer Entertainment,0.2,73.0,7.4
Anarchy Reigns,PS3,2012,Action,Sega,0.2,71.0,8.2
Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai Games,0.2,33.0,5.1
Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,0.2,68.0,8.6
NCAA March Madness 06,XB,2005,Sports,Electronic Arts,0.2,76.0,7.2
Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.2,52.0,5.7
EVE Online,PC,2003,Role-Playing,CCP,0.2,69.0,7.5
Phantasy Star Online,DC,2000,Role-Playing,Sega,0.2,89.0,9.1
Crazy Taxi 3: High Roller,XB,2002,Racing,Sega,0.2,69.0,8.5
Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,0.2,87.0,5.3
Thrillville,PSP,2006,Strategy,Atari,0.2,72.0,2.8
"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,0.2,74.0,7.4
The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,0.2,67.0,8.5
Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,0.2,51.0,5.3
MLB SlugFest 20-03,XB,2002,Sports,Midway Games,0.2,79.0,7.8
The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.2,63.0,7.3
Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.2,70.0,8.9
Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.2,70.0,7.5
Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,0.2,64.0,5.9
Le Mans 24 Hours,PS2,2001,Racing,Infogrames,0.2,75.0,7.6
The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,0.2,53.0,7.5
Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,Namco Bandai Games,0.2,57.0,6.2
Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.2,82.0,9.2
X2: Wolverine's Revenge,GBA,2003,Platform,Activision,0.2,72.0,7.2
NBA 2K2,XB,2002,Sports,Sega,0.2,90.0,7.6
Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.2,67.0,7.6
Major League Baseball 2K11,PS3,2011,Sports,Take-Two Interactive,0.2,72.0,6.3
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.2,52.0,7.0
Planet 51,Wii,2009,Action,Sega,0.2,53.0,5.8
Dead to Rights II,PS2,2005,Shooter,Electronic Arts,0.2,51.0,5.3
FIFA 16,PC,2015,Sports,Electronic Arts,0.2,81.0,4.4
NBA Live 14,XOne,2013,Sports,Electronic Arts,0.2,36.0,3.1
Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,0.2,36.0,3.7
DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.2,63.0,7.2
Dragon Ball: Xenoverse 2,XOne,2016,Action,Namco Bandai Games,0.2,73.0,7.3
Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.2,87.0,8.2
Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.2,70.0,8.6
Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.2,57.0,4.8
Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,0.2,65.0,7.3
Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.2,62.0,6.6
MVP Baseball 2003,XB,2003,Sports,Electronic Arts,0.2,82.0,9.0
Monster Jam,X360,2007,Racing,Activision,0.2,43.0,6.4
Infinite Space,DS,2009,Role-Playing,Sega,0.2,75.0,9.0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,0.2,72.0,6.0
NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.2,68.0,7.0
Two Worlds II,PC,2011,Role-Playing,Unknown,0.2,76.0,6.5
IHRA Drag Racing 2004,XB,2003,Racing,Bethesda Softworks,0.2,40.0,7.4
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.2,86.0,7.7
Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,0.2,60.0,7.1
Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,0.2,64.0,5.9
Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,0.2,65.0,6.7
Front Mission Evolved,X360,2010,Shooter,Square Enix,0.2,58.0,6.1
From Russia With Love,XB,2005,Action,Electronic Arts,0.2,71.0,8.8
Apache: Air Assault,PS3,2010,Simulation,Activision,0.2,66.0,6.1
Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.2,75.0,7.9
Grandia II,DC,2000,Role-Playing,Ubisoft,0.2,90.0,8.8
Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.2,74.0,7.1
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.2,53.0,7.0
Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,0.2,75.0,8.8
Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.2,71.0,7.0
Gladius,PS2,2003,Strategy,Activision,0.2,78.0,8.0
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.2,63.0,7.0
Dave Mirra Freestyle BMX 2,XB,2001,Sports,Acclaim Entertainment,0.2,76.0,8.2
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,THQ,0.2,66.0,8.3
Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.2,77.0,8.1
Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.2,49.0,6.4
Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.2,71.0,6.8
Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.2,50.0,5.6
Afro Samurai,PS3,2009,Action,Atari,0.2,65.0,6.1
Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,0.2,58.0,5.1
Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,0.2,59.0,7.5
Baja: Edge of Control,X360,2008,Racing,THQ,0.2,65.0,7.1
Tiger Woods PGA Tour 06,PSP,2005,Sports,Electronic Arts,0.2,80.0,7.9
Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,0.2,59.0,8.0
MC Groovz Dance Craze,GC,2004,Misc,Mad Catz,0.2,42.0,6.8
The Thing,XB,2002,Adventure,Vivendi Games,0.2,78.0,6.6
Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,0.2,58.0,7.2
Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,0.2,85.0,7.9
Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,Virgin Interactive,0.2,83.0,8.3
Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft,0.2,83.0,8.6
Warriors Orochi,X360,2007,Action,Tecmo Koei,0.2,53.0,7.4
Predator: Concrete Jungle,PS2,2005,Action,Vivendi Games,0.2,47.0,8.8
Arcana Heart 3,PS3,2011,Fighting,PQube,0.2,73.0,7.5
X-Men Origins: Wolverine,DS,2009,Action,Activision,0.2,55.0,8.1
Big Mutha Truckers 2,PS2,2005,Racing,Xplosiv,0.2,51.0,2.1
Armored Core 4,PS3,2006,Simulation,505 Games,0.2,65.0,6.8
Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.2,76.0,7.9
NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,0.2,57.0,4.0
Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.2,70.0,8.2
The Great Escape,PS2,2003,Action,SCi,0.2,57.0,8.0
Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.2,63.0,7.8
Big Mutha Truckers,XB,2002,Racing,Empire Interactive,0.19,59.0,4.3
Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,0.19,58.0,6.5
The Hobbit,GBA,2003,Platform,Vivendi Games,0.19,67.0,9.2
The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,0.19,75.0,8.5
Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft,0.19,58.0,7.5
Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,0.19,68.0,4.4
Family Guy,PSP,2006,Action,Take-Two Interactive,0.19,51.0,6.3
Sniper Elite,PS2,2005,Shooter,Ubisoft,0.19,76.0,8.9
Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,0.19,70.0,7.4
Breath of Fire II,GBA,2001,Role-Playing,Ubisoft,0.19,81.0,8.8
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,0.19,65.0,2.4
Conan,X360,2007,Action,THQ,0.19,69.0,7.3
No More Heroes: Heroes' Paradise,PS3,2010,Action,Konami Digital Entertainment,0.19,72.0,7.3
Aliens vs Predator,PC,2010,Shooter,Sega,0.19,68.0,7.4
Captain America: Super Soldier,PS3,2011,Action,Sega,0.19,61.0,7.3
Manhunt,XB,2004,Action,Take-Two Interactive,0.19,74.0,7.9
NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,0.19,57.0,6.0
Dynasty Warriors: Gundam 2,X360,2008,Action,Namco Bandai Games,0.19,49.0,7.0
Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,0.19,53.0,5.9
Spectrobes: Origins,Wii,2009,Role-Playing,Disney Interactive Studios,0.19,71.0,8.4
DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.19,63.0,5.9
Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,Capcom,0.19,78.0,6.9
Shiren the Wanderer,Wii,2008,Role-Playing,Sega,0.19,71.0,7.6
LEGO Marvel's Avengers,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.19,60.0,7.1
Spore Hero Arena,DS,2009,Simulation,Electronic Arts,0.19,49.0,2.6
Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,Nintendo,0.19,50.0,8.9
Enchanted Arms,X360,2006,Role-Playing,Ubisoft,0.19,69.0,6.9
Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.19,52.0,4.9
Mafia III,PC,2016,Action,Take-Two Interactive,0.19,63.0,3.2
Mace Griffin: Bounty Hunter,PS2,2003,Shooter,Electronic Arts,0.19,62.0,8.3
Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,0.19,74.0,7.9
Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.19,66.0,6.5
Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,Ubisoft,0.19,56.0,6.4
Fighter Within,XOne,2013,Fighting,Ubisoft,0.19,23.0,3.0
Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.19,66.0,8.4
Shrek: Forever After,PS3,2010,Platform,Activision,0.19,57.0,4.5
X-Men Origins: Wolverine,PSP,2009,Action,Activision,0.19,60.0,7.5
NHL Hitz Pro,PS2,2003,Sports,Midway Games,0.19,79.0,8.9
Space Invaders Extreme 2,DS,2009,Shooter,Square Enix,0.19,82.0,7.1
Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.19,65.0,6.0
Supreme Commander 2,PC,2010,Strategy,Square Enix,0.19,77.0,6.2
Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.19,43.0,5.3
Dawn of Discovery,Wii,2009,Simulation,Ubisoft,0.19,81.0,8.5
Guitar Hero Live,WiiU,2015,Misc,Activision,0.19,84.0,6.1
Frequency,PS2,2001,Misc,Sony Computer Entertainment,0.19,83.0,9.0
Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.19,63.0,7.5
2002 FIFA World Cup,XB,2002,Sports,Electronic Arts,0.19,79.0,9.0
SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,0.19,64.0,6.0
Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.19,72.0,8.4
Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,0.19,74.0,8.1
Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,0.19,69.0,5.6
Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,0.19,64.0,7.8
South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.19,85.0,8.6
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.19,49.0,4.6
MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,0.19,76.0,7.8
NBA 2K11,PC,2010,Action,Take-Two Interactive,0.19,82.0,8.6
WWE All Stars,Wii,2011,Fighting,THQ,0.19,68.0,7.0
Naruto: Ninja Destiny,DS,2006,Fighting,Namco Bandai Games,0.19,61.0,4.4
FaceBreaker,X360,2008,Fighting,Electronic Arts,0.19,54.0,6.3
Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.19,73.0,7.0
Lunar Legend,GBA,2002,Role-Playing,Media Rings,0.19,79.0,7.8
Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,0.19,62.0,8.5
Dante's Inferno,PSP,2010,Action,Electronic Arts,0.19,70.0,8.1
Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.19,82.0,7.9
Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,0.19,70.0,8.4
Death Jr.,PSP,2005,Platform,Konami Digital Entertainment,0.19,61.0,7.3
Hulk,GC,2003,Action,Universal Interactive,0.19,71.0,7.4
Phantasy Star Universe,PS2,2006,Role-Playing,Sega,0.19,68.0,8.5
Gungrave,PS2,2002,Shooter,Activision,0.19,65.0,8.6
Transworld Surf,PS2,2002,Sports,Atari,0.19,76.0,8.5
Tenchu: Fatal Shadows,PS2,2004,Action,Sega,0.19,58.0,8.0
50 Cent: Blood on the Sand,PS3,2009,Shooter,THQ,0.19,72.0,7.2
Metro: Last Light,PC,2013,Action,Deep Silver,0.19,82.0,8.6
Evolve,PC,2015,Shooter,Take-Two Interactive,0.19,77.0,4.3
Resident Evil: Revelations,WiiU,2013,Action,Capcom,0.19,80.0,7.5
The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,0.19,67.0,7.3
Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,0.19,62.0,7.6
Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,0.19,67.0,8.8
Street Fighter X Tekken,PSV,2012,Fighting,Capcom,0.19,79.0,7.5
The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,0.19,80.0,7.3
Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,0.19,68.0,8.0
Risen,X360,2009,Role-Playing,Deep Silver,0.19,60.0,6.4
Nostalgia,DS,2008,Role-Playing,Tecmo Koei,0.19,72.0,7.6
Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,0.19,55.0,6.8
Chibi-Robo! Park Patrol,DS,2007,Adventure,Unknown,0.19,78.0,7.5
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.19,82.0,7.4
